16;0.01;1.1446278381347657;63.78
16;0.02;1.6361936950683593;59.08
16;0.05;2.1599639892578124;36.77
16;0.1;2.3296446228027343;22.73
16;0.2;2.238651123046875;14.12
16;0.5;1.8005805969238282;7.1
32;0.01;1.1542379760742187;63.98
32;0.02;1.6422683715820312;61.83
32;0.05;2.1637188720703127;42.96
32;0.1;2.3325657653808594;25.65
32;0.2;2.2421759033203124;14.61
32;0.5;1.797406463623047;7.11
64;0.01;1.1628114318847655;64
64;0.02;1.6472775268554687;63.05
64;0.05;2.153150634765625;50.93
64;0.1;2.324699249267578;31.9
64;0.2;2.250291442871094;17.52
64;0.5;1.8253329467773438;7.72
128;0.01;1.1530941772460936;64
128;0.02;1.599861602783203;63.01
128;0.05;2.149137420654297;58.74
128;0.1;2.3042507934570313;40.09
128;0.2;2.2901036071777345;22.46
128;0.5;1.9222137451171875;9.26
256;0.01;1.3042819213867187;64
256;0.02;1.5899656677246095;63.01
256;0.05;2.183633117675781;62.45
256;0.1;2.312397155761719;49.26
256;0.2;2.332394561767578;28.35
256;0.5;2.126819763183594;11.34
