63.867;59.246;37.448;23.096;14.222;7.106
63.986;61.761;42.427;25.248;14.841;6.947
63.997;63.042;51.04;31.589;17.865;7.783
64.0;63.038;58.803;39.94;22.353;9.186
64.0;63.003;62.486;49.438;28.562;11.253
