63.78;59.08;36.77;22.73;14.12;7.1
59.08;36.77;22.73;14.12;7.1;63.98
36.77;22.73;14.12;7.1;63.98;61.83
22.73;14.12;7.1;63.98;61.83;42.96
14.12;7.1;63.98;61.83;42.96;25.65
