2.2905120849609375;25
2.288909912109375;23
2.2898406982421875;25
2.284454345703125;23
2.30767822265625;23
2.2880096435546875;20
2.2769775390625;23
2.2915496826171875;18
2.281585693359375;26
2.2914886474609375;20
2.2847442626953125;25
2.29583740234375;26
2.2904815673828125;21
2.2852020263671875;18
2.2895660400390625;22
2.2984771728515625;25
2.3133544921875;29
2.2839508056640625;21
2.2837677001953125;20
2.279205322265625;22
2.27587890625;19
2.29833984375;26
2.30615234375;25
2.2808380126953125;23
2.2964935302734375;20
2.27813720703125;22
2.2846832275390625;23
2.2854461669921875;28
2.2895965576171875;20
2.3026885986328125;20
2.2841644287109375;20
2.278594970703125;28
2.2880706787109375;21
2.29388427734375;18
2.3032684326171875;22
2.2940826416015625;20
2.289093017578125;24
2.2878265380859375;19
2.26251220703125;16
2.2917022705078125;23
2.2825164794921875;20
2.276458740234375;24
2.2732391357421875;18
2.3020782470703125;19
2.280548095703125;25
2.2924957275390625;23
2.3079376220703125;25
2.27911376953125;24
2.282684326171875;20
2.276214599609375;19
2.2872314453125;19
2.2911529541015625;20
2.2715301513671875;23
2.29022216796875;23
2.2876434326171875;21
2.2828521728515625;20
2.28607177734375;22
2.279571533203125;22
2.2879638671875;21
2.3107452392578125;30
2.29254150390625;23
2.28314208984375;20
2.2843017578125;21
2.310791015625;23
2.2796630859375;22
2.3016510009765625;27
2.285064697265625;20
2.279632568359375;19
2.287017822265625;24
2.2915496826171875;20
2.293914794921875;23
2.3001251220703125;20
2.285247802734375;24
2.2925872802734375;23
2.31781005859375;24
2.277679443359375;21
2.2999725341796875;26
2.2980499267578125;21
2.27532958984375;22
2.2867279052734375;20
2.30316162109375;22
2.297119140625;22
2.3026275634765625;22
2.2953338623046875;23
2.2903900146484375;26
2.300689697265625;29
2.29022216796875;20
2.284881591796875;21
2.2882843017578125;25
2.29388427734375;23
2.2961883544921875;21
2.2940216064453125;22
2.2858734130859375;23
2.2893829345703125;22
2.2925262451171875;20
2.2832489013671875;21
2.28582763671875;18
2.2900238037109375;17
2.2778167724609375;22
2.2890777587890625;22
